Match ID,innings,team,Player Name,runs,balls,fours,sixes,strikeRate,isOut,wicketType,fielders,bowler,Match Date,Match Venue (City),Match Venue (Country),next_match_runs,runs_last_3,runs_last_5,runs_last_10,sr_last_3,sr_last_5,sr_last_10,total_matches,total_runs,total_innings,avg_score,overall_sr,batting_position
356007,1,South Africa,2232.0,45.0,31.0,6.0,1.0,145.16,True,caught,['49040'],45256.0,2009-06-13,London,England,64.0,42.0,35.6,30.333333333333332,121.94,117.46199999999999,111.21833333333332,6,182.0,6,30.333333333333332,111.21833333333332,1
356015,2,South Africa,2232.0,64.0,54.0,7.0,1.0,118.51,True,caught,['8270'],19930.0,2009-06-18,Nottingham,England,7.0,55.333333333333336,47.6,35.142857142857146,126.66333333333334,127.83200000000002,112.26,7,246.0,7,35.142857142857146,112.26,2
387564,1,South Africa,2232.0,7.0,5.0,1.0,0.0,140.0,True,bowled,0,45098.0,2009-11-15,Centurion,South Africa,73.0,38.666666666666664,39.4,31.625,134.55666666666664,124.86599999999999,115.72749999999999,8,253.0,8,31.625,115.72749999999999,1
412682,2,South Africa,2232.0,73.0,54.0,3.0,3.0,135.18,True,caught,['49247'],47185.0,2010-05-02,Gros Islet,West Indies,34.0,48.0,49.2,36.22222222222222,131.23,131.034,117.88888888888889,9,326.0,9,36.22222222222222,117.88888888888889,2
412687,1,South Africa,2232.0,34.0,33.0,0.0,2.0,103.03,True,caught,['60436'],53326.0,2010-05-05,Bridgetown,West Indies,31.0,38.0,44.6,36.0,126.07000000000001,128.376,116.40299999999999,10,360.0,10,36.0,116.40299999999999,1
412690,1,South Africa,2232.0,31.0,26.0,1.0,2.0,119.23,True,caught,['49108'],9989.0,2010-05-06,Bridgetown,West Indies,11.0,46.0,41.8,38.7,119.14666666666666,123.19000000000001,120.326,11,391.0,11,35.54545454545455,116.66,1
412694,2,South Africa,2232.0,11.0,13.0,0.0,1.0,84.61,True,caught,['8107'],48440.0,2010-05-08,Bridgetown,West Indies,22.0,25.333333333333332,31.2,39.4,102.29,116.41,122.12100000000001,12,402.0,12,33.5,113.98916666666666,2
412697,2,South Africa,2232.0,22.0,21.0,2.0,0.0,104.76,True,caught,['53546'],19930.0,2010-05-10,Gros Islet,West Indies,53.0,21.333333333333332,34.2,36.8,102.86666666666667,109.36200000000001,117.114,13,424.0,13,32.61538461538461,113.27923076923078,2
439146,1,South Africa,2232.0,53.0,45.0,1.0,3.0,117.77,True,caught,['6405'],49040.0,2010-05-19,North Sound,West Indies,61.0,28.666666666666668,30.2,39.7,102.38,105.88,118.45700000000002,14,477.0,14,34.07142857142857,113.60000000000001,1
556252,1,South Africa,2232.0,61.0,42.0,5.0,2.0,145.23,True,caught,['48405'],12894.0,2012-03-30,Johannesburg,South Africa,48.0,45.333333333333336,35.6,40.1,122.58666666666666,114.32000000000001,121.348,15,538.0,15,35.86666666666667,115.70866666666667,1
534233,2,South Africa,2232.0,48.0,44.0,7.0,0.0,109.09,False,not out,['-'],0.0,2012-09-08,Chester-le-Street,England,13.0,54.0,39.0,40.4,124.03000000000002,112.292,117.74100000000001,16,586.0,16,36.625,115.295,2
534234,1,South Africa,2232.0,13.0,7.0,2.0,0.0,185.71,False,not out,['-'],0.0,2012-09-10,Manchester,England,8.0,40.666666666666664,39.4,35.3,146.67666666666665,132.512,124.46100000000001,17,599.0,17,35.23529411764706,119.43705882352941,1
533278,1,South Africa,2232.0,0.0,0.0,0.0,0.0,0.0,False,DNB,0,0.0,2012-09-22,Hambantota,Sri Lanka,12.0,8.0,23.0,30.875,160.0,151.6,128.3,20,0.0,20,0.0,121.69055555555555,1
533286,1,South Africa,2232.0,12.0,18.0,0.0,1.0,66.66,True,caught,['4169'],19647.0,2012-09-28,Colombo,Sri Lanka,6.0,12.0,11.0,28.5,66.66,137.45666666666668,121.72875,21,619.0,21,29.476190476190474,118.7942105263158,1
533290,1,South Africa,2232.0,6.0,7.0,1.0,0.0,85.71,True,caught,['49024'],12912.0,2012-09-30,Colombo,Sri Lanka,6.0,9.0,8.666666666666666,27.875,76.185,104.12333333333333,121.86625,22,625.0,22,28.40909090909091,117.14000000000001,1
251487,1,New Zealand,2235.0,19.0,13.0,1.0,1.0,146.15,True,bowled,0,1988.0,2006-12-22,Wellington,New Zealand,40.0,19.0,19.0,19.0,146.15,146.15,146.15,1,19.0,1,19.0,146.15,1
355991,2,Netherlands,2260.0,12.0,16.0,1.0,0.0,75.0,True,stumping,['7826'],49427.0,2009-06-05,London,England,13.0,12.0,12.0,12.0,75.0,75.0,75.0,1,12.0,1,12.0,75.0,2
355999,2,Netherlands,2260.0,13.0,15.0,2.0,0.0,86.66,True,bowled,0,4169.0,2009-06-09,London,England,43.0,12.5,12.5,12.5,80.83,80.83,80.83,2,25.0,2,12.5,80.83,2
439497,2,Netherlands,2260.0,43.0,41.0,2.0,1.0,104.87,False,not out,['-'],0.0,2010-02-09,Dubai,United Arab Emirates,23.0,22.666666666666668,22.666666666666668,22.666666666666668,88.84333333333332,88.84333333333332,88.84333333333332,3,68.0,3,22.666666666666668,88.84333333333332,2
439506,2,Netherlands,2260.0,23.0,26.0,2.0,0.0,88.46,True,caught,['49383'],2278.0,2010-02-11,Abu Dhabi,United Arab Emirates,2.0,26.333333333333332,22.75,22.75,93.33,88.7475,88.7475,4,91.0,4,22.75,88.7475,2
439507,2,Netherlands,2260.0,2.0,3.0,0.0,0.0,66.66,True,lbw,0,53605.0,2010-02-12,Dubai,United Arab Emirates,15.0,22.666666666666668,18.6,18.6,86.66333333333334,84.33,84.33,5,93.0,5,18.6,84.33,2
354453,2,Kenya,2264.0,13.0,13.0,2.0,0.0,100.0,True,caught,['49443'],5694.0,2008-08-02,Belfast,Ireland,40.0,13.0,13.0,13.0,100.0,100.0,100.0,1,13.0,1,13.0,100.0,2
354457,2,Kenya,2264.0,40.0,42.0,2.0,2.0,95.23,True,caught,['46557'],57210.0,2008-08-03,Belfast,Ireland,14.0,26.5,26.5,26.5,97.61500000000001,97.61500000000001,97.61500000000001,2,53.0,2,26.5,97.61500000000001,2
354459,1,Kenya,2264.0,14.0,14.0,1.0,0.0,100.0,True,bowled,0,48469.0,2008-08-04,Belfast,Ireland,7.0,22.333333333333332,22.333333333333332,22.333333333333332,98.41000000000001,98.41000000000001,98.41000000000001,3,67.0,3,22.333333333333332,98.41000000000001,1
